title,artist,popularity,release_date,acousticness,danceability,energy,loudness_db,vocalness,tempo_bpm,lyrics,release_date_int,lyrics_length,duration_ms,valence,artist_popularity,specific_genres,english_ratio,korean_ratio,dps,difficulty_level,difficulty_level_category
"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴 (SEVENTEEN) ,78,2024/10/14 0:00,0.0412,0.87,0.703,-4.371,0.0514,100.017,"I, never before in my life time
이런 나의 마음 말로
못해서 준비해 봤어 Prime time
Cuz you changin’ me for better

You're the reason for my being
나를 숨 쉬게 하니까
Oh baby It’s all up to you
영원히 나만의 GOAT

사랑의 많은 Paradigm
널 헷갈리게 하지 않아
You know what I need is only you
(Yeh yeh yeh yeh yeh)

사랑이란 확신의 말
거짓 없이 눈 맞춰 봐
Just trust me once baby
I’ll never let you down baby

모두가 원해 (Hey-) 사랑 돈 명예 (Ho-)
But only want you baby baby baby
I only want you baby baby baby

너 없이 빛나는 Fame 나는 원하지 않아
너의 사랑 하나 그거면 돼
Baby baby yeh baby baby yeh

Poppin’, 시간은 금이니까
바삐 너에게 뛰는 심장이 Main topic
I can solve your problem, 그게 나답지
Time together 녹지 않는 나의 Ice cream

가끔 널 잃을까 봐 겁나
그 날이 오면 난 이룬 게 뭘까
Fame, Money, Love 세 개는 많아
Only last one 내가 바란 하나

사랑의 많은 Paradigm
널 헷갈리게 하지 않아
You know what I need is only you
(Yeh yeh yeh yeh yeh)

사랑이란 확신의 말
거짓 없이 눈 맞춰 봐
Just trust me once baby
I’ll never let you down baby

모두가 원해 (Hey-) 사랑 돈 명예 (Ho-)
But only want you baby baby baby
I only want you baby baby baby

너 없이 빛나는 Fame 나는 원하지 않아
너의 사랑 하나 그거면 돼
Baby baby yeh baby baby yeh

사랑을 할 때, I don’t need something
내 마음은 그래, 너에게
너만 있어 주면, I don’t need something
내 마음은 그래, 너에게

모두가 원해 (Hey-) 사랑 돈 명예 (Ho-)
But only want you baby baby baby
l only want you baby baby baby

너 없이 빛나는 Fame 나는 원하지 않아
너의 사랑 하나 그거면 돼
Baby baby yeh baby baby yeh",1728864000,917,186386.0,0.789,82.0,k-pop,69.79280262,30.20719738,4.919897417,1.9565217391304348,중급
Drama,aespa,78,2023/11/10 0:00,0.164,0.644,0.872,-1.54,0.0417,131.016,"Ya Ya I’m the Drama
Ziggy ziggy zag I’m new
'Cause I go biggie biggie bad It’s true
날카로운 눈 안에 비친 Toxic
내 본능을 당겨 Zoom
Hold up, What? Oh my god
You say, What? 다쳐 넌
You better watch out
우린 이미 거센 Boom
달려가고 있어 Vroom
I li-li like me when I roll
Li-li-like me when I’m savage
Li-li-like me when I go
Li-li-likie when I baddest
Hold up 빛을 따라서
달아 다 다 달려나가 Run
Go Finally Ra ta ta ta
다음 세계를 열어 난
1, 2 It’s time to go
후회 없어 난
맞서 난 깨버렸지
날 따라서 움직일 Rules
손끝으로 세상을 두드려 움직여
Yeah I’m coming
I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama
(All that)
Drama-ma-ma-ma
(Bring it that)
Drama-ma-ma-ma
With my girls in the back
Girls in the back Yeah
I break
Trauma-ma-ma-ma
(We them)
Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama
Drama-ma-ma-ma
Drama-ma-ma-ma (3, 2, 1)
Drama-ma-ma
You know I’ve been kind of like
1, 2, 3 깜짝 놀랄 다음 Scene
키를 거머쥔
주인공은 나
4, 3, 2 Going down
쉽게 Through
Deja Vu 같이
그려지는 이미지
날 굳이 막지 말아
이건 내 Drama
도발은 굳이 안 막아
Uh I’m a stunner
1, 2 It’s time to go
타오르는 날 (타는 날)
느껴 난 And I love it
새로워지는 Rules
난 눈을 떠 (두 눈을 떠)
시작된 걸 (넌) 알아 (Now)
It’s coming
I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama
Into the REAL WORLD
다가온 Climax
두려워하지 마
You and I
함께 써 내려가는 Story
날 가로막았던 No
한계를 뛰어 넘어 Every day
Oh Imma make it my way
Out of the way Yeah
I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나와 함께하는 Drama
(All that)
You know, I’m savage
거침없는 Baddest
나를 둘러싼 Thrill
거친 여정 속의 Drama
(Drama-ma-ma)
내가 깨트릴 모든 Trauma
(Drama-ma-ma)
지금 시작되는 Drama
Ya Ya 너로 시작될 MY Drama",1699574400,1368,214973.0,0.378,83.0,k-pop,81.91881919,18.08118081,6.363589846,2.1594202898550723,중급
Sticky,KISS OF LIFE,77,2024/07/01 0:00,0.391,0.702,0.701,-3.86,0.0758,99.971,"How long before we fall in love
How long before we fall in love

Here’s a ticket
Baby wanna go out?
푸른 Palm tree
우릴 부르잖아
Don’t be picky
Yeah 누벼 이 Town 위를
Feel like I’m hot stuff
You’re my rock star

Hear me now
바람은 Sweet and salty
Margarita같이
Here on out
이 여름 위를 Driving
Won’t you navigate me

How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky

Love got so poppin’ flavor
예상 못 한 New taste
나른해 Summer fever 내리질 않네

So hear me now
달콤한 맘이 Drippin’
Like gelato melting
Here on out
심장에 남긴 Darlin’
Won’t you navigate me

How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky

오늘 같은 날이 더 없대도
I wanna keep on staying
Know you’d make me fly away
오렌지빛 물든 저 노을에 Kiss it
So say yeah

Sticky sticky sticky sticky
And you’re the one who’s with it
With it with it with me

Yeah 느려져도 돼 Like slomo motion
I’d take you to the new world so boy
발 닿는 대로 가 There’s no way
그리곤 내게로 와 Follow my lead
Let’s get it yeah

How long before we fall in love
(저 나비처럼 난 Go round round)
How long before we fall in love
(Let me know let me know)
I like it 눈부신 여름빛
지금 우린
Sticky sticky sticky sticky",1719792000,990,157120.0,0.595,76.0,k-pop,85.15151515,14.84848485,6.300916497,2.388888888888889,고급
Ditto,NewJeans,77,2022/12/19 0:00,0.027,0.814,0.641,-5.957,0.111,133.854,"Woo woo woo woo ooh
Woo woo woo woo
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
훌쩍 커버렸어
함께한 기억처럼
널 보는 내 마음은
어느새 여름 지나 가을
기다렸지 all this time
Do you want somebody
Like I want somebody
날 보고 웃었지만
Do you think about me now yeah
All the time yeah
All the time
I got no time to lose
내 길었던 하루
난 보고 싶어
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
I got nothing to lose
널 좋아한다고
wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Not just anybody
너를 상상했지
항상 닿아있던
처음 느낌 그대로 난
기다렸지 all this time
I got nothing to lose
널 좋아한다고
wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Woo woo woo woo ooh
Woo woo woo woo",1671408000,869,185506.0,0.183,82.0,k-pop,81.01265823,18.98734177,4.684484599,1.6511627906976745,초급
OMG,NewJeans,77,2023/01/02 0:00,0.357,0.804,0.771,-4.067,0.0433,126.956,"이 노래는 it’s about you baby
Only you
You you you
You you you you
내가 힘들 때
울 것 같을 때
기운도 이젠
나지 않을 때
It’s you 날 걱정하네
It’s you 날 웃게하네
말 안 해도 돼
Boy what do you say
(They keep on asking me, ""who is he?"")
멀리든 언제든지 달려와
(They keep on asking me, ""who is he?"")
바쁜 척도 없이 넌 나타나
(They keep on asking me, ""who is he?"")
이게 말이 되니 난 물어봐
(They keep on asking me, ""who is he?"")
너는 말야
He’s the one that’s living in my system baby
Oh my oh my God
예상했어 나
I was really hoping
That he will come through
Oh my oh my God
단 너뿐이야
Asking all the time about what I should do
No I can never let him go
너만 생각나 24
난 행운아야 정말로 I know, I know
널 알기 전까지는 나
의미 없었어 전부 다
내 맘이 끝이 없는 걸 I know, I know
I’m going crazy right?
어디서든
몇 번이든
There ain’t nothing else that I would hold on to
I hear his voice
Through all the noise
잠시라도 내 손 놓지 마 no, no
걱정 없잖아
‘Cause I got someone
혼자라도 괜찮아
‘Cause I love someone
(They keep on asking me, ""who is he?"")
멀리든 언제든지 달려와
(They keep on asking me, ""who is he?"")
바쁜 척도 없이 넌 나타나
(They keep on asking me, ""who is he?"")
이게 말이 되니 난 물어봐
(They keep on asking me, ""who is he?"")
너는 말야
He’s the one that’s living in my system baby
Oh my oh my God
예상했어 나
I was really hoping
That he will come through
Oh my oh my God
단 너뿐이야
Asking all the time about what I should do
No I can never let him go
너만 생각나 24
난 행운아야 정말로 I know, I know
널 알기 전까지는 나
의미 없었어 전부 다
내 맘이 끝이 없는 걸 I know, I know
너와 나
My heart is glowing
It’s glowing up
너랑만 있으면 무서울 게 없어
가득 메워진, 다 메워진 (붉어진)
My heart is glowing, it’d be glowing
‘Cause he
Oh my oh my God
예상했어 나
I was really hoping
That he will come through
Oh my oh my God
단 너뿐이야
Asking all the time about what I should do
No I can never let him go
He’s right there for me 24
난 행운아야 정말로 I know, I know
널 알기 전까지는 나
의미 없었어 전부 다
어떡해
My heart is glowing, it’s glowing
My heart is glowing up
So I can’t sleep at night",1672617600,1291,212253.0,0.739,82.0,k-pop,77.12062257,22.87937743,6.082363971,1.734375,초급
NEURON (with Gaeko & 윤미래),j-hope,77,2024/03/29 0:00,0.0812,0.669,0.9,-4.207,0.253,93.902,"I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

Your deep-rooted movement
Don’t ever lose it
‘Cause above all, it’s priceless

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
반응해, 모든 내 세포
Get up, NEU
Get up, RON

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
시작해, 올곧은 내 배포
Better New
Better Run

NEURON, it responds to my mind
NEURON, it responds to my life
New Run, 다시 나를 위한 time
내 신경을 곤두세워, 그때의 나처럼 dive

내 몸은 자유형, still freestyle
세월 넘는 나의 영혼, a whole new type
So 뿌리 깊은 나무, 샘이 깊은 물
그 의미가 바로, 날 깨웠던 세포니깐

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
반응해, 모든 내 세포
Get up, NEU
Get up, RON

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
시작해, 올곧은 내 배포
Better New
Better Run

살아온 인생이 얼굴 위에 드러날 때
거울에 실눈을 떠 이 정도면 not bad
강직함을 위해 승모에 힘을 뺐어
주어진 수십 가지 motivation
세포와 세포 사이에 이어진 연결고리에서
사는 이유와 의미를 촘촘히 조립해서
세상에 번개 딜리버리 공의 비거리가
짧든지 길든지는 그들이 선택할 몫

이제는 폭탄을 품지 않아
크루에게 공을 돌리고
주말엔 닮은 꼴 아들과 캐치볼
변방에서 메트로
어린 시절 피아노 옆에 메트로놈
그걸 맞추는 게 일이 됐고 쌓이네 곗돈은

여전히 살얼음
미래의 불안감은 유령처럼 무대 밑바닥에서 와있고
소리 질러 외치고 돌아와
집밥의 슴슴한 간으로 휴식해
Make some white noise

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

j-hope 제곱 윤미래 we on a new level
사랑과 평화 움직이는 내 맘속 two letters
Throw ya peace in the sky 손가락 두개로
But no okie dokie 이보시오 검은날개 단 baby T
뜨거운 불꽃피는 미소진 애기씨 (oh no)

j-hope done gave T the beat drop
Look at ya mad like how she get the best spot
‘Cause you can learn to flow
But passion it can’t be taught
I got a passion for the game
Hustle never stop
Music and family that’s what it’s all about
They keep me going like day in and day out
Music and family that’s what it’s all about
You keep me motivated on the days I hate it
Reminded that God created something special
Look at me, I made it

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
반응해, 모든 내 세포
Get up, NEU
Get up, RON

N-E-U-R-O-N, attention
N-E-W-R-U-N, ain’t enough
시작해, 올곧은 내 배포
Better New
Better Run

I’ll tell you again
We’ll never ever give up, forever
I’ll say it again
We’ll always be alive to move us",1711670400,1885,273290.0,0.699,73.0,힙합,80.0,20.0,6.897434959,2.75,고급
Deja Vu,투모로우바이투게더,77,2024/04/01 0:00,0.0811,0.357,0.572,-5.339,0.069,162.844,"수없이 도망갔었어
그저 무서웠었어
아직 시작에서 기다리는 너를 두고
폐허 속의 morse code
오랜 promise, promise
이유를 모르던 나의 눈물 내 anemoia

You and I 약속의 별빛 아래서
먼지 쌓인 우리의 왕관 앞에서
영혼에 새긴 꿈처럼 다시
영원이 돼줘 나를 불러줘

기억해 마침내 찾은 answer
나의 미래는 너야
Say my name
첫날의 약속처럼 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder

나를 태우는 그 불꽃 비 속에
영겁같이 긴 여행 속에
너와 나눈 슬픔은 my clarity
너의 눈물 곁으로

Oh 추락해 오는 순간에도 넌 all I need
무너진 폐허 틈의 너와 나의 place of promise
안식의 대지 영원의 회귀
날 기다려 줬던 너

기억해 마침내 찾은 answer
나의 미래는 너야
Say my name
첫날의 약속처럼 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder

약속해 몇 번을 반복해도
나의 미래는 너야
빛의 베일에
신부처럼 반짝일 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder",1711929600,481,171427.0,0.238,81.0,k-pop,44.49064449,55.50935551,2.805859054,2.3220338983050848,고급
Hype Boy,NewJeans,76,2022/08/01 0:00,0.268,0.593,0.935,-3.43,0.225,99.976,"(1,2,3,4)
Baby, got me looking so crazy
빠져버리는 daydream
Got me feeling you
너도 말해줄래

누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one

날 믿어봐 한번
I’m not looking for just fun
Maybe I could be the one

Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지

I just want you
Call my phone right now
I just wanna hear you’re mine

‘Cause I know what you like boy
You’re my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해

And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy

눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy

잠에 들려고 잠에 들려 해도
네 생각에 또 새벽 세 시 uh-oh
알려줄 거야 they can’t have you no more
봐봐 여기 내 이름 써있다고
누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one

날 믿어봐 한번
I’m not looking for just fun
Maybe I could be the one

Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지

I just want you
Call my phone right now
I just wanna hear you’re mine

‘Cause I know what you like boy
You’re my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해

And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy

눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy",1659312000,852,179026.0,0.783,82.0,k-pop,76.29716981,23.70283019,4.759085273,1.4883720930232558,초급
Love 119,RIIZE,59,2024/06/17 0:00,0.447,0.752,0.75,-4.666,0.0468,98.524,"1 2 Let’s go

뺏긴 My heart
that girl’s a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

너는 마치 Flashlight
자꾸만 시선을 뺏겨
많은 사람 속에서
순간 너만 보였어
다들 말하지
Love is so sweet
아직 난 뭔지 모르겠지
Right now

처음 느낀 이상한 떨림
이건 진심 I’m not kidding
친구이기엔 더
Deeper deeper deeper
어쩌면 Love song yah

뺏긴 My heart
that girl’s a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

이상해 나 What do I do
너에 관한 건 뭐라도
신경 쓰여 난 All day
넌 만들어 My day
이 감정은 Someday
난 알고 싶어
귓가에 울린
Love is so sweet
멈출 수 없이
빠져버린 나야

네가 자꾸 궁금해 왜지
말도 안 돼
I’m not kidding
시간이 갈수록
깊어 깊어 깊어져
가는 나잖아

뺏긴 My heart
that girl’s a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

이건 뭘까
You know what I’m talking about
왜 이렇게
나의 맘이 어지러운 걸까
이 모든 게
내가 널 좋아하는 건가
난 그럼 더 이상
끌고 싶지 않아
다른 건
Nothing but
I want it all with you

뺏긴 My heart
that girl’s a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)",1718582400,877,173489.0,0.419,68.0,k-pop,73.56051704,26.43948296,5.055075538,2.0625,중급
Say Yes,"로꼬, 펀치(Punch)",67,2016/08/29 0:00,0.352,0.696,0.778,-4.653,0.0585,94.996,"니 눈앞에 왔잖아
내가 여기 있잖아
너의 입술로 말을 해줘
say yes say yes
나도 모르게
너에게 가고 있나봐
부는 바람에 내 맘 전할래
love is true
간지럽게만 느껴지던 눈 빛이
이제는 익숙 하단듯이 웃음 짓지
그 쪽으로 걸어가기만 하면 돼
라고 친구들은
계속해서 날 부추기지만
아직은 무거운 구두의 뒷 굽
차라리 벗어버리고
싶은 이 밤의 끝
손을 내밀어 줬으면 해
맨발로 너에게
뛰어갈 수 있게 끔
복잡하기만한 하루에
매 시간 머리를
굴리지만 난
지금에서야 깨달은 건데
결국 다 버려지고
너만 남아
지난 봄에는
널 우연히 봤고
더 이상은 우연이
아니였으면 해
스치기만 했던
너의 손을 잡고
어떤 길이라도
같이 걸었으면 해
니 눈앞에 왔잖아
내가 여기 있잖아
너의 입술로 말을 해줘
say yes say yes
나도 모르게
너에게 가고 있나봐
부는 바람에 내 맘 전할래
love is true
i need u
baby 너에게 하고 픈 말
내가 못다한 말
baby baby baby boy
love is true
어디든 갈 수 있어
이건 거짓말이 아니야
이제부터는 나의 옆이
제일 편한 자리야
입술을 오므리고
내는 소리와 같이
내 이름을
불러줬음 좋겠어
내가 뒤로 떨어져서
걷더라도 단지
이 목소리를
들어줬음 좋겠어
니 눈앞에 왔잖아
내가 여기 있잖아
너의 입술로 말을 해줘
say yes say yes
나도 모르게
너에게 가고 있나봐
부는 바람에 내 맘 전할래
love is true
내가 바라는 단 한가지
니가 내곁에 있어주는 것
니가 날 보며 웃어주는것도
내 얘길 들어주는것도
난 그걸로도 충분한데 you
너를 보며 웃잖아
두 눈이 말하잖아
너도 이렇게 대답해줘
say yes say yes
너라서 좋아
니가 날 울려도 좋아
너는 나의 모든 전부니까
love is true
i need u
baby 너에게 하고 픈 말
내가 못다한 말
baby baby baby boy
love is true",1472428800,692,218897.0,0.41,67.0,힙합,23.26589595,76.73410405,3.161304175,1.7053571428571428,초급
파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),67,2023/02/06 0:00,0.103,0.707,0.86,-2.935,0.191,152.026,"파이팅 해야지
파이팅
아뿔싸 일어나야지 아침인데
눈 감았다 뜨니 해가 중천인데
아침밥은 Pass 10분 더 자야 돼 Oh
Take-out coffee로 (아메 아메 아메 아메)
Story 속에 (친구들은 다 왜)
잘나 보여 (왜 나 나 나만 왜)
또 또 또 또 왜 아등바등 또 왜
이리저리 치여 왜 (I9 I9 I9 I9)
우린 다 이어폰 꽂은 Zombie
필요해 모두 다 텐션 Up pumpin’
힘을 좀 내어보자
우린 여러분의 부석순
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
우린 부석순
Ah 파이팅 해야지
Story 속에 (친구들은 다 왜)
잘나 보여 (왜 나 나 나만 왜)
또 또 또 또 왜 아등바등 또 왜
이리저리 치여 왜 (I9 I9 I9 I9)
우린 다 이어폰 꽂은 Zombie
필요해 모두 다 텐션 Up pumpin’
힘을 좀 내어보자
우린 여러분의 부석순
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
Okay 모닝커피는 디카페인
일찍 일어나니 기분 뭣 같지
철없이 부재중 전화 제끼고
Dance with ma laziness
굽은 등, 팔, 다리 전부 다 펴니
Ooh I feel like I’m seventeen
일원도 보탬 안 되는
불행과 같이 살기에는 내 시간이 너무 아깝지 Man
힘을 내 힘을 내 힘을 내 힘을 내
힘을 내 힘을 내 힘을 내 힘을 내
Y’all don’t deserve it
Unfortune is unnecessary
알다시피 인생은
원래 거지 같아
그러니 조금만 힘을 내
구겨진 인생을
연주하는 우린 비운의 베토벤
차분히 다음 악장을 연주해
We got plenty more pages left to play
올라갔다 내려가는 주식같이
알다가도 모르겠는 인생 뭣 같지
한 템포 쉬고 물 한 모금 마시기
자 여기 있어 비타민 A B C
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
우린 부석순
Ah 파이팅 해야지
Ah 파이팅 해야지",1675641600,863,204466.0,0.922,61.0,k-pop,32.7080891,67.2919109,4.220750638,1.8764044943820224,중급
썸 탈꺼야,볼빨간사춘기,67,2017/09/28 0:00,0.417,0.659,0.799,-2.849,0.0629,103.991,"표현이 서툰 것도 잘못인가요
나 차가운 도시에 따뜻한 여잔데
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
사랑은 이렇게 생기는 게 아니겠어
어쩌면 내 맘의 반쪽을
네게 걸어보는 건데
나는 오늘도 네게 차일 것만 같아도
난 한번 더 너에게 다시 달려가 볼 거야
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
매운 거 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
나도 그 애처럼 좋아요 좀 눌러줘
나도 너랑 말 좀 할 수 있게 해줘
나는 풀이 죽어서 오늘도 포기하고
뒤를 돌아볼 때쯤 나를 붙잡는 넌
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌",1506556800,475,181373.0,0.782,63.0,k-pop,0.0,100.0,2.618912407,1.9047619047619047,중급
Spicy,aespa,67,2023/09/15 0:00,0.0138,0.757,0.898,-1.247,0.0667,114.949,"Uh Uh Too Spicy
You want my A to the Z
But you won’t 어림없지
맞혀봐 Sweet 또는 Freak
What’s hiding underneath
(I see)
망설이듯 간 보는 너
기회는 없어 Oh
Nah You won’t get it
No No, You won’t get it
I say
깜빡 한순간
끌어당겨
You’ll be mine (Mine)
살짝 다가와
Can cross my borderline
(Line Line Line)
널 따분하게 했던 Every day
흥미로운 덫을 던져줄게
뛰어들어 봐
Just right now
'Cause I’m too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I’m too Spicy too too
I’m too Spicy
Don’t Stop 겁내지 마
Bang Bang 외쳐봐
I’m too Spicy
Yeah I’m too Spicy
You know that I
Don’t Stop 용기 내 봐
Next step, Myself
I’m too Spicy
Too Spicy too too
I’m too Spicy
Tell me what you see
When you look at me
'Cause I am a 10
out of 10 honestly
기세가 다른 Move
널 압도하는 Groove
But you keep wasting
your time Dude
Don't chase me
경고해 난
Erase me
멀리 달아나
Hey 이젠 알겠니
원래부터 Bad I’m so bad honestly
So bad
전부 가질래
지금부턴
Call you mine (Mine)
도망칠 거면
Don’t cross my borderline
(Line Line Line)
늘 뻔하기만 했던 Every day
이제 그만 Rule을 벗어날 때
어렵지 않아
Just right now
'Cause I’m too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I’m too Spicy too too
I’m too Spicy
Ready? Uh
좀 더 강도를 높여
다음다음다음
One of a kind
우린 한계를 앞서
Wow Wow Wow
That’s Right
'Cause I’m too Spicy
for your heart
Ring the fire alarm
새로운 도전 끝에 넌
I'm too Spicy
변화할 시간이야 넌
지금 이 순간
또 다른 나를 찾아내
I’m too Spicy too too
I’m too Spicy
Don’t Stop 겁내지 마
Bang Bang 외쳐봐
I’m too Spicy
Yeah I’m too Spicy
You know that I
Don’t Stop 용기 내 봐
Next step, Myself
I’m too Spicy
I’m too Spicy
I’m too Spicy too too
I’m too Spicy
'Cause I
Oh Yeah
Yeah I’m too Spicy
for your heart
(Yeah I’m too Spicy
for your heart)
마침내 번져오는 Joy
(Enjoy joy joy joy)
Yeah I’m too Spicy
for your heart
I’m too Spicy too too
I’m too Spicy
For you",1694736000,1286,197040.0,0.842,83.0,k-pop,79.95319813,20.04680187,6.526593585,3.096774193548387,고급
